Case_ID,Activity,Start_Time,EndTime,team
1154,Status Working,2025-06-11T19:05:31.855000,2025-06-11T19:05:31.855000,Sales - SMB
1158,Status In Progress,2025-06-11T12:31:48.387000,2025-06-11T12:31:48.387000,Sales - Enterprise
1143,Status Working,2025-06-11T17:15:42.783000,2025-06-11T17:15:42.783000,Sales - APAC
1169,Status On Hold,2025-06-11T12:21:07.416000,2025-06-11T12:21:07.622000,Sales - APAC
1152,Status Waiting for Customer,2025-06-11T17:15:03.344000,2025-06-11T17:15:05.461000,Sales - Enterprise
1156,Created.,2025-06-11T12:21:44.860000,2025-06-11T12:21:57.523000,Sales - EMEA
1136,Status Response Received,2025-06-11T12:24:07.004000,2025-06-11T12:24:07.065000,Sales - AMER
1150,Status Waiting for Customer,2025-06-11T12:31:46.619000,2025-06-11T12:31:50.433000,Marketing
1076,Status Waiting for Customer,2025-06-11T19:06:35.814000,2025-06-11T19:06:40.518000,Sales - EMEA
1299,Status In Progress,2025-06-11T19:05:43.296000,2025-06-11T19:05:43.872000,Marketing
1086,Status Escalated,2025-06-11T12:23:13.062000,2025-06-11T12:23:13.272000,Sales - Online
1163,Status Response Received,2025-06-11T12:32:07.395000,2025-06-11T12:32:07.395000,Sales - Field
1080,Status Working,2025-06-11T12:24:04.509000,2025-06-11T12:24:04.732000,Sales - Field
1293,Status Waiting for Customer,2025-06-11T12:32:09.156000,2025-06-11T12:32:09.156000,Sales - EMEA
1131,Status Working,2025-06-11T17:15:37.994000,2025-06-11T17:15:37.994000,Sales - SMB
1090,Status Response Received,2025-06-11T12:32:06.625000,2025-06-11T12:32:06.625000,Marketing
1186,Status In Progress,2025-06-11T12:21:08.375000,2025-06-11T12:21:09.764000,Sales - Online
1090,Status On Hold,2025-06-11T12:21:07.622000,2025-06-11T12:21:07.748000,Sales - APAC
1065,Status Waiting for Customer,2025-06-11T12:21:57.523000,2025-06-11T12:21:57.964000,Sales - Field
1215,Status Response Received,2025-06-11T19:12:25.409000,2025-06-11T19:12:25.409000,Sales - EMEA
1115,Status Waiting for Customer,2025-06-11T12:32:06.113000,2025-06-11T12:32:12.903000,Finance
1255,Status Escalated,2025-06-11T19:05:43.872000,2025-06-11T19:06:28.911000,Sales - Enterprise
1084,Status Waiting for Customer,2025-06-11T19:12:45.505000,2025-06-11T19:12:45.505000,Sales - AMER
1134,Status On Hold,2025-06-11T19:06:33.862000,2025-06-11T19:06:33.862000,Sales - Online
1091,Status In Progress,2025-06-11T19:10:50.931000,2025-06-11T19:10:57.039000,Sales - Enterprise
1198,Status On Hold,2025-06-11T19:11:01.497000,2025-06-11T19:11:02.641000,Sales - Enterprise
1110,Status On Hold,2025-06-11T19:13:22.472000,2025-06-11T19:13:22.974000,Sales - SMB
1093,Status Waiting for Customer,2025-06-11T17:15:02.608000,2025-06-11T17:15:02.608000,Sales - AMER
1067,Status Response Received,2025-06-11T12:24:05.015000,2025-06-11T12:24:07.004000,Sales - Enterprise
1134,Created.,2025-06-11T12:24:05.015000,2025-06-11T12:24:07.004000,Sales - Enterprise
1103,Status Working,2025-06-11T12:24:09.831000,2025-06-11T12:24:10.035000,Sales - AMER
1218,Status Escalated,2025-06-11T12:19:42.780000,2025-06-11T12:19:59.410000,Marketing
1280,Status Waiting for Customer,2025-06-11T12:31:47.945000,2025-06-11T12:31:47.945000,Sales - Enterprise
1110,Created.,2025-06-11T17:15:32.687000,2025-06-11T17:15:38.225000,Sales - AMER
1238,Status On Hold,2025-06-11T12:21:07.748000,2025-06-11T12:21:08.375000,Sales - Enterprise
1156,Status Waiting for Customer,2025-06-11T12:31:47.945000,2025-06-11T12:31:47.945000,Sales - Enterprise
1266,Status Response Received,2025-06-11T19:12:25.409000,2025-06-11T19:12:25.409000,Sales - SMB
1096,Status Waiting for Customer,2025-06-11T19:11:04.818000,2025-06-11T19:11:09.315000,Sales - EMEA
1218,Status Working,2025-06-11T12:24:07.065000,2025-06-11T12:24:09.023000,Sales - Enterprise
1269,Status Response Received,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000,Sales - APAC
1130,Status Escalated,2025-06-11T19:10:57.039000,2025-06-11T19:10:57.620000,Sales - Online
1219,Status Response Received,2025-06-11T19:13:34.525000,2025-06-11T19:13:34.525000,Sales - Field
1101,Status Response Received,2025-06-11T12:31:49.033000,2025-06-11T12:31:49.033000,Sales - EMEA
1211,Status Waiting for Customer,2025-06-11T12:23:12.913000,2025-06-11T12:23:13.062000,Sales - EMEA
1293,Status Waiting for Customer,2025-06-11T12:32:08.247000,2025-06-11T12:32:08.247000,Marketing
1071,Status In Progress,2025-06-11T19:09:47.652000,2025-06-11T19:09:47.652000,Sales - SMB
987,Status Escalated,2025-06-11T19:10:09.098000,2025-06-11T19:10:11.611000,Sales - Enterprise
1076,Status In Progress,2025-06-11T19:09:49.106000,2025-06-11T19:09:49.106000,Sales - SMB
1239,Status Escalated,2025-06-11T19:12:39.843000,2025-06-11T19:12:39.843000,Sales - Enterprise
1232,Status Working,2025-06-11T12:24:07.065000,2025-06-11T12:24:09.023000,Sales - SMB
1291,Status Working,2025-06-11T12:24:07.065000,2025-06-11T12:24:09.023000,Sales - SMB
1258,Status Response Received,2025-06-11T12:24:04.509000,2025-06-11T12:24:04.732000,Sales - Online
1136,Status Escalated,2025-06-11T19:13:02.223000,2025-06-11T19:13:02.223000,Sales - APAC
1123,Status Waiting for Customer,2025-06-11T12:21:44.860000,2025-06-11T12:21:57.523000,Sales - SMB
1156,Status Waiting for Customer,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000,Sales - Online
1253,Status Response Received,2025-06-11T19:13:34.525000,2025-06-11T19:13:34.525000,Sales - AMER
1073,Status On Hold,2025-06-11T12:21:07.748000,2025-06-11T12:21:08.375000,Sales - APAC
1103,Status Working,2025-06-11T12:23:41.586000,2025-06-11T12:24:04.509000,Sales - SMB
1164,Status Working,2025-06-11T12:21:44.860000,2025-06-11T12:21:57.523000,Sales - Field
1117,Created.,2025-06-11T17:14:52.423000,2025-06-11T17:14:53.854000,Sales - EMEA
1264,Status Escalated,2025-06-11T19:10:57.620000,2025-06-11T19:11:01.479000,Sales - AMER
1123,Status Waiting for Customer,2025-06-11T19:12:46.816000,2025-06-11T19:12:46.816000,Sales - AMER
1137,Created.,2025-06-11T17:14:52.423000,2025-06-11T17:14:53.854000,Sales - Online
1186,Status Escalated,2025-06-11T12:23:13.062000,2025-06-11T12:23:13.272000,Sales - AMER
1173,Status Response Received,2025-06-11T12:31:47.945000,2025-06-11T12:31:47.945000,Sales - APAC
1291,Status Escalated,2025-06-11T19:10:57.620000,2025-06-11T19:11:01.479000,Sales - SMB
1174,Status Waiting for Customer,2025-06-11T18:08:08.680000,2025-06-11T18:08:14.611000,Sales - SMB
1184,Created.,2025-06-11T19:12:59.953000,2025-06-11T19:12:59.953000,Marketing
1162,Created.,2025-06-11T12:24:09.023000,2025-06-11T12:24:09.831000,Sales - EMEA
1067,Status Response Received,2025-06-11T12:32:08.247000,2025-06-11T12:32:08.247000,Sales - Online
1198,Status Response Received,2025-06-11T12:24:05.015000,2025-06-11T12:24:07.004000,Sales - EMEA
1078,Status In Progress,2025-06-11T12:31:46.619000,2025-06-11T12:31:50.433000,Sales - AMER
1064,Status On Hold,2025-06-11T12:21:11.967000,2025-06-11T12:21:12.837000,Sales - Field
1088,Status Waiting for Customer,2025-06-11T19:11:09.068000,2025-06-11T19:11:09.068000,Sales - EMEA
1050,Status Working,2025-06-11T17:14:55.775000,2025-06-11T17:14:55.775000,Sales - APAC
1212,Status On Hold,2025-06-11T19:12:41.364000,2025-06-11T19:12:44.277000,Sales - SMB
1133,Created.,2025-06-11T19:12:26.184000,2025-06-11T19:12:27.392000,Sales - AMER
1142,Status Escalated,2025-06-11T19:13:48.094000,2025-06-11T19:13:48.094000,Sales - Field
1120,Status Working,2025-06-11T12:23:41.586000,2025-06-11T12:24:04.509000,Sales - EMEA
1112,Created.,2025-06-11T17:14:52.423000,2025-06-11T17:14:53.854000,Sales - Online
1159,Status On Hold,2025-06-11T12:23:13.062000,2025-06-11T12:23:13.272000,Sales - APAC
1091,Status Working,2025-06-11T19:05:31.855000,2025-06-11T19:05:31.855000,Sales - APAC
1269,Created.,2025-06-11T17:14:52.423000,2025-06-11T17:14:53.854000,Sales - EMEA
1161,Status Response Received,2025-06-11T12:23:41.586000,2025-06-11T12:24:04.509000,Sales - SMB
1119,Created.,2025-06-11T17:15:40.545000,2025-06-11T17:15:43.027000,Sales - EMEA
1107,Created.,2025-06-11T12:21:44.860000,2025-06-11T12:21:57.523000,Sales - AMER
1095,Status Working,2025-06-11T12:24:04.509000,2025-06-11T12:24:04.732000,Sales - EMEA
1125,Status Response Received,2025-06-11T12:32:10.578000,2025-06-11T12:32:10.578000,Sales - APAC
1193,Status Waiting for Customer,2025-06-11T18:07:42.019000,2025-06-11T18:07:42.019000,Sales - Field
1181,Status On Hold,2025-06-11T19:11:02.991000,2025-06-11T19:11:03.526000,Sales - EMEA
1160,Status Working,2025-06-11T19:10:48.631000,2025-06-11T19:10:48.631000,Sales - SMB
1177,Status Escalated,2025-06-11T19:10:44.247000,2025-06-11T19:10:48.890000,Sales - Field
1258,Status Waiting for Customer,2025-06-11T12:32:09.156000,2025-06-11T12:32:09.156000,Sales - Online
965,Status Waiting for Customer,2025-06-11T19:09:53.641000,2025-06-11T19:09:53.641000,Sales - Enterprise
1214,Status Working,2025-06-11T12:19:42.780000,2025-06-11T12:19:59.410000,Sales - EMEA
1263,Status Waiting for Customer,2025-06-11T18:08:08.680000,2025-06-11T18:08:14.611000,Sales - SMB
1085,Status Escalated,2025-06-11T12:23:13.062000,2025-06-11T12:23:13.272000,Sales - Field
1196,Status Waiting for Customer,2025-06-11T12:21:44.860000,2025-06-11T12:21:57.523000,Sales - SMB
1169,Status In Progress,2025-06-11T19:13:11.756000,2025-06-11T19:13:11.756000,Sales - Online
1282,Status Waiting for Customer,2025-06-11T12:23:12.913000,2025-06-11T12:23:13.062000,Sales - APAC
1128,Status Escalated,2025-06-11T19:12:28.653000,2025-06-11T19:12:28.653000,Sales - SMB
1068,Status Escalated,2025-06-11T19:06:57.367000,2025-06-11T19:08:56.247000,Sales - Field
1139,Status Working,2025-06-11T12:24:07.065000,2025-06-11T12:24:09.023000,Sales - SMB
1274,Created.,2025-06-11T19:13:19.436000,2025-06-11T19:13:20.687000,Sales - SMB
1069,Status Working,2025-06-11T12:21:44.860000,2025-06-11T12:21:57.523000,Sales - SMB
1216,Status Working,2025-06-11T12:24:07.065000,2025-06-11T12:24:09.023000,Sales - AMER
1078,Created.,2025-06-11T17:15:38.755000,2025-06-11T17:15:40.359000,Sales - AMER
1069,Status On Hold,2025-06-11T12:20:49.945000,2025-06-11T12:20:50.695000,Sales - APAC
1073,Status Waiting for Customer,2025-06-11T19:11:04.281000,2025-06-11T19:11:04.818000,Sales - EMEA
1259,Status Response Received,2025-06-11T12:32:10.124000,2025-06-11T12:32:10.124000,Finance
1062,Status Waiting for Customer,2025-06-11T12:31:47.182000,2025-06-11T12:31:47.182000,Sales - Online
1078,Status Response Received,2025-06-11T12:31:53.862000,2025-06-11T12:32:06.113000,Sales - EMEA
1226,Status Escalated,2025-06-11T19:10:57.520000,2025-06-11T19:10:57.520000,Sales - Online
1212,Status Escalated,2025-06-11T12:22:44.617000,2025-06-11T12:22:45.320000,Sales - EMEA
1191,Status Response Received,2025-06-11T12:21:57.523000,2025-06-11T12:21:57.964000,Sales - APAC
1222,Status Response Received,2025-06-11T19:12:25.409000,2025-06-11T19:12:25.409000,Sales - SMB
1171,Status Response Received,2025-06-11T19:11:09.634000,2025-06-11T19:12:25.638000,Sales - SMB
1126,Status Waiting for Customer,2025-06-11T19:13:22.974000,2025-06-11T19:13:30.485000,Sales - Enterprise
1103,Status Escalated,2025-06-11T19:05:43.872000,2025-06-11T19:06:28.911000,Sales - Online
1206,Created.,2025-06-11T19:04:57.432000,2025-06-11T19:05:11.690000,Sales - EMEA
1161,Status Waiting for Customer,2025-06-11T12:31:46.619000,2025-06-11T12:31:50.433000,Sales - EMEA
1106,Status On Hold,2025-06-11T12:21:10.105000,2025-06-11T12:21:11.967000,Sales - AMER
1082,Status Waiting for Customer,2025-06-11T19:13:38.776000,2025-06-11T19:13:38.776000,Sales - Enterprise
1125,Status Waiting for Customer,2025-06-11T12:21:57.523000,2025-06-11T12:21:57.964000,Sales - Field
1170,Status Working,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000,Sales - Field
1082,Status Waiting for Customer,2025-06-11T19:09:55.828000,2025-06-11T19:09:55.828000,Sales - AMER
1255,Status Response Received,2025-06-11T12:32:06.625000,2025-06-11T12:32:06.625000,Sales - AMER
1111,Status In Progress,2025-06-11T19:13:12.036000,2025-06-11T19:13:12.036000,Sales - AMER
1167,Status In Progress,2025-06-11T12:20:47.962000,2025-06-11T12:20:49.945000,Sales - Online
1115,Status Response Received,2025-06-11T19:10:12.569000,2025-06-11T19:10:12.569000,Sales - Online
1104,Status On Hold,2025-06-11T19:11:01.497000,2025-06-11T19:11:02.641000,Sales - APAC
1231,Status Waiting for Customer,2025-06-11T12:32:08.247000,2025-06-11T12:32:08.247000,Sales - APAC
1063,Status Waiting for Customer,2025-06-11T18:07:42.556000,2025-06-11T18:07:42.556000,Sales - AMER
1114,Status Working,2025-06-11T12:21:57.523000,2025-06-11T12:21:57.964000,Sales - Enterprise
1068,Status Working,2025-06-11T12:24:07.004000,2025-06-11T12:24:07.065000,Sales - EMEA
1151,Status In Progress,2025-06-11T12:23:01.100000,2025-06-11T12:23:11.151000,Marketing
1259,Status Waiting for Customer,2025-06-11T19:11:09.068000,2025-06-11T19:11:09.068000,Sales - Enterprise
1141,Created.,2025-06-11T19:13:19.436000,2025-06-11T19:13:20.687000,Sales - SMB
1175,Status Working,2025-06-11T12:24:05.015000,2025-06-11T12:24:07.004000,Sales - Online
1086,Status In Progress,2025-06-11T12:20:50.695000,2025-06-11T12:20:51.270000,Sales - Online
1119,Status On Hold,2025-06-11T18:08:08.144000,2025-06-11T18:08:08.650000,Sales - APAC
1061,Status Response Received,2025-06-11T19:13:34.525000,2025-06-11T19:13:34.525000,Sales - EMEA
1221,Status Waiting for Customer,2025-06-11T19:13:38.776000,2025-06-11T19:13:38.776000,Sales - EMEA
971,Status On Hold,2025-06-11T19:10:11.355000,2025-06-11T19:10:11.355000,Marketing
1098,Status Working,2025-06-11T12:21:57.523000,2025-06-11T12:21:57.964000,Sales - Field
1213,Status Response Received,2025-06-11T19:13:37.524000,2025-06-11T19:13:37.524000,Sales - Field
1094,Status Escalated,2025-06-11T19:13:02.223000,2025-06-11T19:13:02.223000,Sales - Field
1104,Status On Hold,2025-06-11T17:15:00.666000,2025-06-11T17:15:00.666000,Sales - SMB
1084,Status On Hold,2025-06-11T17:17:32.530000,2025-06-11T17:17:32.530000,Sales - SMB
1200,Status In Progress,2025-06-11T19:10:49.375000,2025-06-11T19:10:50.753000,Sales - Online
1177,Status Waiting for Customer,2025-06-11T12:32:08.247000,2025-06-11T12:32:08.247000,Sales - AMER
1051,Status Escalated,2025-06-11T19:10:08.511000,2025-06-11T19:10:08.511000,Sales - APAC
987,Status Response Received,2025-06-11T19:10:12.569000,2025-06-11T19:10:12.569000,Sales - APAC
1122,Created.,2025-06-11T17:14:53.595000,2025-06-11T17:14:53.595000,Sales - Field
1155,Status Escalated,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000,Sales - Online
1143,Status Response Received,2025-06-11T12:24:07.004000,2025-06-11T12:24:07.065000,Sales - Enterprise
1100,Status On Hold,2025-06-11T17:17:32.530000,2025-06-11T17:17:32.530000,Sales - AMER
971,Status Waiting for Customer,2025-06-11T19:09:53.641000,2025-06-11T19:09:53.641000,Sales - Online
1267,Status On Hold,2025-06-11T12:21:11.967000,2025-06-11T12:21:12.837000,Sales - AMER
1255,Status Waiting for Customer,2025-06-11T12:32:08.247000,2025-06-11T12:32:08.247000,Sales - AMER
1155,Status On Hold,2025-06-11T19:13:52.039000,2025-06-11T19:13:54.221000,Sales - AMER
1080,Status Escalated,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000,Sales - Online
1259,Created.,2025-06-11T19:04:57.432000,2025-06-11T19:05:11.690000,Sales - Field
1068,Status Escalated,2025-06-11T19:12:33.493000,2025-06-11T19:12:37.722000,Sales - APAC
941,Status Escalated,2025-06-11T19:06:57.367000,2025-06-11T19:08:56.247000,Sales - APAC
1130,Created.,2025-06-11T19:12:27.144000,2025-06-11T19:12:27.144000,Sales - Field
1082,Status Working,2025-06-11T19:13:22.220000,2025-06-11T19:13:22.220000,Sales - AMER
1263,Created.,2025-06-11T12:24:04.509000,2025-06-11T12:24:04.732000,Sales - Enterprise
1104,Status Working,2025-06-11T17:14:53.854000,2025-06-11T17:14:54.377000,Sales - EMEA
1114,Status In Progress,2025-06-11T19:10:49.375000,2025-06-11T19:10:50.753000,Sales - Online
1147,Status In Progress,2025-06-11T19:10:50.931000,2025-06-11T19:10:57.039000,Sales - EMEA
1041,Status In Progress,2025-06-11T19:09:48.431000,2025-06-11T19:09:48.431000,Sales - Field
1272,Status In Progress,2025-06-11T12:32:09.156000,2025-06-11T12:32:09.156000,Sales - Enterprise
1066,Status Response Received,2025-06-11T12:24:07.065000,2025-06-11T12:24:09.023000,Sales - Online
1221,Created.,2025-06-11T19:04:57.432000,2025-06-11T19:05:11.690000,Marketing
1155,Created.,2025-06-11T12:24:05.015000,2025-06-11T12:24:07.004000,Sales - AMER
1179,Status In Progress,2025-06-11T17:17:12.650000,2025-06-11T17:17:12.650000,Sales - APAC
1191,Status Response Received,2025-06-11T19:13:57.659000,2025-06-11T19:13:57.659000,Marketing
1084,Status Waiting for Customer,2025-06-11T12:32:11.344000,2025-06-11T12:32:11.344000,Sales - SMB
1121,Status Waiting for Customer,2025-06-11T12:32:07.395000,2025-06-11T12:32:07.395000,Sales - SMB
1184,Status In Progress,2025-06-11T19:12:33.068000,2025-06-11T19:12:33.068000,Sales - Enterprise
1138,Status On Hold,2025-06-11T17:15:01.789000,2025-06-11T17:15:02.837000,Sales - AMER
1113,Status Escalated,2025-06-11T12:19:42.780000,2025-06-11T12:19:59.410000,Sales - EMEA
1167,Status Escalated,2025-06-11T19:05:28.844000,2025-06-11T19:05:43.119000,Sales - AMER
1208,Status Working,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000,Sales - EMEA
1141,Status On Hold,2025-06-11T12:23:01.100000,2025-06-11T12:23:11.151000,Sales - Enterprise
1087,Status Escalated,2025-06-11T19:10:57.039000,2025-06-11T19:10:57.620000,Sales - Enterprise
1108,Status Escalated,2025-06-11T19:06:28.658000,2025-06-11T19:06:28.658000,Sales - SMB
1123,Status In Progress,2025-06-11T17:14:56.217000,2025-06-11T17:15:00.921000,Sales - AMER
1086,Status In Progress,2025-06-11T12:31:49.033000,2025-06-11T12:31:49.033000,Sales - Online
1059,Status Working,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000,Sales - SMB
1065,Status Escalated,2025-06-11T19:10:57.039000,2025-06-11T19:10:57.620000,Sales - AMER
1252,Status In Progress,2025-06-11T17:17:30.140000,2025-06-11T17:17:32.699000,Sales - SMB
1117,Status In Progress,2025-06-11T12:32:10.578000,2025-06-11T12:32:10.578000,Sales - Online
1249,Status In Progress,2025-06-11T18:07:57.872000,2025-06-11T18:08:00.053000,Sales - APAC
1110,Status Response Received,2025-06-11T18:08:15.115000,2025-06-11T18:08:15.922000,Sales - APAC
1222,Status In Progress,2025-06-11T12:32:09.709000,2025-06-11T12:32:09.709000,Sales - APAC
1266,Status On Hold,2025-06-11T18:08:06.201000,2025-06-11T18:08:07.768000,Sales - APAC
1129,Status In Progress,2025-06-11T18:07:36.993000,2025-06-11T18:07:36.993000,Sales - Field
1149,Status Waiting for Customer,2025-06-11T19:12:45.505000,2025-06-11T19:12:45.505000,Sales - EMEA
1184,Status Waiting for Customer,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000,Sales - Field
1082,Status Escalated,2025-06-11T12:22:44.617000,2025-06-11T12:22:45.320000,Sales - Field
1218,Status Response Received,2025-06-11T12:31:47.945000,2025-06-11T12:31:47.945000,Sales - Field
1270,Status Response Received,2025-06-11T12:31:53.862000,2025-06-11T12:32:06.113000,Sales - APAC
1118,Status Escalated,2025-06-11T19:05:28.844000,2025-06-11T19:05:43.119000,Sales - Online
1089,Status On Hold,2025-06-11T19:11:01.497000,2025-06-11T19:11:02.641000,Sales - Enterprise
1094,Status Response Received,2025-06-11T12:24:52.229000,2025-06-11T12:25:07.295000,Finance
1125,Status Waiting for Customer,2025-06-11T12:24:52.229000,2025-06-11T12:25:07.295000,Sales - EMEA
1271,Created.,2025-06-11T12:24:05.015000,2025-06-11T12:24:07.004000,Sales - APAC
1157,Status Escalated,2025-06-11T19:10:57.039000,2025-06-11T19:10:57.620000,Sales - APAC
1091,Status In Progress,2025-06-11T12:21:11.967000,2025-06-11T12:21:12.837000,Sales - APAC
1065,Status Waiting for Customer,2025-06-11T17:15:02.608000,2025-06-11T17:15:02.608000,Sales - SMB
1051,Status Waiting for Customer,2025-06-11T19:13:38.776000,2025-06-11T19:13:38.776000,Sales - AMER
1167,Status On Hold,2025-06-11T19:12:31.448000,2025-06-11T19:12:33.311000,Sales - SMB
1173,Status In Progress,2025-06-11T12:32:10.124000,2025-06-11T12:32:10.124000,Sales - AMER
1296,Status On Hold,2025-06-11T19:05:42.145000,2025-06-11T19:05:42.145000,Sales - APAC
1062,Status On Hold,2025-06-11T17:15:00.666000,2025-06-11T17:15:00.666000,Sales - APAC
1122,Status In Progress,2025-06-11T19:10:01.271000,2025-06-11T19:10:08.761000,Sales - SMB
1185,Status Working,2025-06-11T12:24:04.732000,2025-06-11T12:24:05.015000,Sales - SMB
1026,Status Response Received,2025-06-11T19:09:51.694000,2025-06-11T19:09:51.694000,Sales - AMER
1188,Status Waiting for Customer,2025-06-11T12:23:11.935000,2025-06-11T12:23:12.913000,Sales - Enterprise
1215,Status In Progress,2025-06-11T12:22:44.617000,2025-06-11T12:22:45.320000,Sales - AMER
1095,Status In Progress,2025-06-11T19:10:49.375000,2025-06-11T19:10:50.753000,Sales - SMB
1126,Status On Hold,2025-06-11T19:13:53.979000,2025-06-11T19:13:53.979000,Sales - Online
1070,Status Waiting for Customer,2025-06-11T12:23:01.100000,2025-06-11T12:23:11.151000,Sales - SMB
1076,Status Escalated,2025-06-11T12:23:12.913000,2025-06-11T12:23:13.062000,Sales - Online
1056,Created.,2025-06-11T19:12:58.805000,2025-06-11T19:13:00.184000,Sales - EMEA
1153,Status Working,2025-06-11T12:19:42.780000,2025-06-11T12:19:59.410000,Sales - SMB
1234,Status Response Received,2025-06-11T19:12:47.378000,2025-06-11T19:12:55.645000,Sales - EMEA
1049,Status Response Received,2025-06-11T19:13:56.567000,2025-06-11T19:13:57.904000,Sales - Enterprise
1180,Status Response Received,2025-06-11T12:31:47.182000,2025-06-11T12:31:47.182000,Sales - AMER
1198,Status In Progress,2025-06-11T12:20:45.680000,2025-06-11T12:20:47.962000,Sales - Online
1178,Status Working,2025-06-11T19:05:31.855000,2025-06-11T19:05:31.855000,Sales - AMER
1091,Status Waiting for Customer,2025-06-11T19:11:04.281000,2025-06-11T19:11:04.818000,Sales - EMEA
1207,Created.,2025-06-11T19:05:11.050000,2025-06-11T19:05:11.050000,Sales - Online
1065,Status In Progress,2025-06-11T19:12:33.068000,2025-06-11T19:12:33.068000,Sales - AMER
1191,Status Escalated,2025-06-11T19:12:39.778000,2025-06-11T19:12:40.346000,Sales - SMB
1205,Status In Progress,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000,Sales - APAC
1270,Status Working,2025-06-11T19:10:43.736000,2025-06-11T19:10:43.736000,Sales - EMEA
1265,Status Response Received,2025-06-11T12:31:48.387000,2025-06-11T12:31:48.387000,Sales - AMER
1213,Status In Progress,2025-06-11T19:13:12.036000,2025-06-11T19:13:12.036000,Sales - EMEA
1118,Status Working,2025-06-11T17:14:53.854000,2025-06-11T17:14:54.377000,Sales - Field
1103,Status In Progress,2025-06-11T12:21:11.967000,2025-06-11T12:21:12.837000,Sales - EMEA
1213,Status In Progress,2025-06-11T12:32:06.113000,2025-06-11T12:32:12.903000,Marketing
1245,Created.,2025-06-11T19:12:27.144000,2025-06-11T19:12:27.144000,Sales - Field
1253,Status In Progress,2025-06-11T12:20:50.695000,2025-06-11T12:20:51.270000,Sales - Online
1069,Status Escalated,2025-06-11T19:12:33.493000,2025-06-11T19:12:37.722000,Sales - APAC
1153,Status Working,2025-06-11T19:13:20.461000,2025-06-11T19:13:20.461000,Sales - Field
1139,Status Response Received,2025-06-11T12:32:10.578000,2025-06-11T12:32:10.578000,Sales - SMB
1224,Status Working,2025-06-11T19:13:20.461000,2025-06-11T19:13:20.461000,Sales - EMEA
1239,Status Response Received,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000,Sales - AMER
1131,Status Waiting for Customer,2025-06-11T12:22:44.617000,2025-06-11T12:22:45.320000,Sales - Enterprise
1162,Created.,2025-06-11T12:24:09.831000,2025-06-11T12:24:10.035000,Sales - EMEA
1254,Created.,2025-06-11T17:15:32.687000,2025-06-11T17:15:38.225000,Sales - EMEA
1283,Created.,2025-06-11T19:10:43.703000,2025-06-11T19:10:44.233000,Sales - APAC
1177,Status Working,2025-06-11T19:13:03.328000,2025-06-11T19:13:12.018000,Sales - SMB
1281,Status Escalated,2025-06-11T18:07:55.567000,2025-06-11T18:07:57.355000,Sales - Enterprise
1168,Created.,2025-06-11T19:10:43.109000,2025-06-11T19:10:43.109000,Sales - Field
1165,Created.,2025-06-11T17:15:05.652000,2025-06-11T17:15:11.549000,Sales - Field
1197,Status On Hold,2025-06-11T12:21:08.375000,2025-06-11T12:21:09.764000,Sales - Field
943,Status Response Received,2025-06-11T19:10:12.569000,2025-06-11T19:10:12.569000,Sales - Online
1199,Status Response Received,2025-06-11T12:21:57.523000,2025-06-11T12:21:57.964000,Sales - Online
1196,Status Waiting for Customer,2025-06-11T12:32:06.625000,2025-06-11T12:32:06.625000,Sales - AMER
1151,Status On Hold,2025-06-11T12:23:11.151000,2025-06-11T12:23:11.935000,Sales - Enterprise
1247,Created.,2025-06-11T19:12:27.144000,2025-06-11T19:12:27.144000,Marketing
1119,Status Waiting for Customer,2025-06-11T19:11:04.281000,2025-06-11T19:11:04.818000,Sales - Online
1082,Status In Progress,2025-06-11T12:23:01.100000,2025-06-11T12:23:11.151000,Sales - AMER
1060,Status Response Received,2025-06-11T19:09:49.815000,2025-06-11T19:09:49.815000,Sales - SMB
1203,Status In Progress,2025-06-11T12:20:50.695000,2025-06-11T12:20:51.270000,Sales - AMER
1271,Status On Hold,2025-06-11T12:21:07.748000,2025-06-11T12:21:08.375000,Sales - Online
1139,Status On Hold,2025-06-11T12:20:45.680000,2025-06-11T12:20:47.962000,Sales - APAC
1105,Status Response Received,2025-06-11T12:31:46.619000,2025-06-11T12:31:50.433000,Sales - APAC
1163,Status Working,2025-06-11T12:24:05.015000,2025-06-11T12:24:07.004000,Sales - Field
1055,Status Waiting for Customer,2025-06-11T17:15:02.608000,2025-06-11T17:15:02.608000,Sales - APAC
1059,Status Escalated,2025-06-11T19:10:09.098000,2025-06-11T19:10:11.611000,Sales - Field
1105,Status In Progress,2025-06-11T12:21:08.375000,2025-06-11T12:21:09.764000,Sales - Field
1087,Status In Progress,2025-06-11T12:31:49.033000,2025-06-11T12:31:49.033000,Sales - Online
1131,Status In Progress,2025-06-11T12:20:47.962000,2025-06-11T12:20:49.945000,Sales - APAC
1281,Status Waiting for Customer,2025-06-11T12:31:48.677000,2025-06-11T12:31:48.677000,Sales - Field
