Case_ID,Activity,duration_seconds,duration_min,Step
1082,Status Escalated,5.888828608999999,0.09814714348333332,Status Escalated
1082,Status In Progress,23.236512285,0.38727520475,Status In Progress
1082,Status On Hold,20.249770844,0.3374961807333333,Status On Hold
1082,Status Response Received,33.578872264,0.5596478710666666,Status Response Received
1082,Status Waiting for Customer,9.899718118000001,0.16499530196666667,Status Waiting for Customer
1082,Status Working,31.488092811,0.52480154685,Status Working
1083,Created.,16.062634081,0.26771056801666665,Created.
1083,Status Escalated,127.813473337,2.1302245556166666,Status Escalated
1083,Status In Progress,7.491567696000001,0.12485946160000001,Status In Progress
1083,Status On Hold,6.551245616,0.10918742693333333,Status On Hold
1083,Status Response Received,15.95367796,0.2658946326666667,Status Response Received
1083,Status Waiting for Customer,9.603258154,0.16005430256666667,Status Waiting for Customer
1083,Status Working,0.992841884,0.016547364733333333,Status Working
1084,Created.,0.432701244,0.0072116874,Created.
1084,Status Escalated,132.67540145700002,2.2112566909500004,Status Escalated
1084,Status In Progress,18.29828423,0.3049714038333333,Status In Progress
1084,Status On Hold,5.612654997,0.09354424995,Status On Hold
1084,Status Response Received,0.482851886,0.008047531433333333,Status Response Received
1084,Status Waiting for Customer,3.331940671,0.055532344516666665,Status Waiting for Customer
1084,Status Working,4.774898756,0.07958164593333333,Status Working
1085,Created.,3.413559709,0.05689266181666666,Created.
1085,Status Escalated,6.678510256,0.11130850426666666,Status Escalated
1085,Status In Progress,5.642116464,0.0940352744,Status In Progress
1085,Status On Hold,3.688107773,0.06146846288333333,Status On Hold
1085,Status Response Received,20.750371459,0.34583952431666665,Status Response Received
1085,Status Waiting for Customer,17.326578724,0.2887763120666667,Status Waiting for Customer
1085,Status Working,2.8112630980000004,0.046854384966666676,Status Working
1086,Created.,26.453960963000004,0.4408993493833334,Created.
1086,Status Escalated,4.11243867,0.06854064450000001,Status Escalated
1086,Status In Progress,3.4122136739999998,0.056870227899999994,Status In Progress
1086,Status On Hold,5.180592926999999,0.08634321544999998,Status On Hold
1086,Status Response Received,1.9581217899999999,0.03263536316666667,Status Response Received
1086,Status Waiting for Customer,4.897501816,0.08162503026666666,Status Waiting for Customer
1086,Status Working,1.1982101699999999,0.0199701695,Status Working
1087,Created.,24.060988275,0.40101647125,Created.
1087,Status Escalated,5.0050081120000005,0.08341680186666668,Status Escalated
1087,Status In Progress,2.853963882,0.0475660647,Status In Progress
1087,Status On Hold,13.829736732,0.2304956122,Status On Hold
1087,Status Response Received,0.925587175,0.015426452916666666,Status Response Received
1087,Status Waiting for Customer,11.734409589,0.19557349315,Status Waiting for Customer
1087,Status Working,9.196976388,0.1532829398,Status Working
1088,Created.,23.252654751,0.38754424585,Created.
1088,Status Escalated,177.071804233,2.9511967372166668,Status Escalated
1088,Status In Progress,19.811335678,0.33018892796666666,Status In Progress
1088,Status On Hold,13.284256307,0.22140427178333333,Status On Hold
1088,Status Response Received,0.0,0.0,Status Response Received
1088,Status Waiting for Customer,3.6197554409999997,0.06032925734999999,Status Waiting for Customer
1088,Status Working,0.67934959,0.011322493166666666,Status Working
1089,Created.,4.087261492,0.06812102486666666,Created.
1089,Status Escalated,134.130528976,2.2355088162666665,Status Escalated
1089,Status In Progress,9.304379788999999,0.1550729964833333,Status In Progress
1089,Status On Hold,5.857408866999999,0.09762348111666666,Status On Hold
1089,Status Response Received,16.117783707,0.26862972845,Status Response Received
1089,Status Waiting for Customer,26.174404905,0.43624008175,Status Waiting for Customer
1089,Status Working,0.055214867,0.0009202477833333333,Status Working
1090,Created.,31.007415375999997,0.5167902562666666,Created.
1090,Status Escalated,2.462571908,0.041042865133333335,Status Escalated
1090,Status In Progress,7.8710801990000006,0.13118466998333334,Status In Progress
1090,Status On Hold,4.837008366,0.08061680610000001,Status On Hold
1090,Status Response Received,106.91242503000001,1.7818737505000002,Status Response Received
1090,Status Waiting for Customer,7.408209191,0.12347015318333333,Status Waiting for Customer
1090,Status Working,4.553471898,0.07589119829999999,Status Working
1091,Created.,28.759970764,0.47933284606666665,Created.
1091,Status Escalated,52.839039508,0.8806506584666667,Status Escalated
1091,Status In Progress,21.5359477,0.3589324616666667,Status In Progress
1091,Status On Hold,5.163276177,0.08605460295,Status On Hold
1091,Status Response Received,24.753289016,0.41255481693333335,Status Response Received
1091,Status Waiting for Customer,7.958783603,0.13264639338333334,Status Waiting for Customer
1091,Status Working,16.68226616,0.27803776933333335,Status Working
1092,Created.,48.249589504,0.8041598250666666,Created.
1092,Status Escalated,0.991976655,0.01653294425,Status Escalated
1092,Status In Progress,20.185256289,0.33642093815,Status In Progress
1092,Status On Hold,8.107848548,0.13513080913333333,Status On Hold
1092,Status Response Received,1.546951178,0.025782519633333334,Status Response Received
1092,Status Waiting for Customer,0.804319281,0.01340532135,Status Waiting for Customer
1092,Status Working,13.82031642,0.230338607,Status Working
1093,Created.,2.1083268,0.03513878,Created.
1093,Status Escalated,42.690608582,0.7115101430333334,Status Escalated
1093,Status In Progress,12.149612298000001,0.20249353830000003,Status In Progress
1093,Status On Hold,5.280870867,0.08801451445,Status On Hold
1093,Status Response Received,0.597246343,0.009954105716666667,Status Response Received
1093,Status Waiting for Customer,14.137895593,0.23563159321666666,Status Waiting for Customer
1093,Status Working,35.619486045,0.59365810075,Status Working
1094,Created.,9.676152686,0.16126921143333334,Created.
1094,Status Escalated,16.139197817,0.2689866302833333,Status Escalated
1094,Status In Progress,8.61646601,0.14360776683333334,Status In Progress
1094,Status On Hold,3.312730152,0.0552121692,Status On Hold
1094,Status Response Received,44.722874024999996,0.74538123375,Status Response Received
1094,Status Waiting for Customer,17.146715184999998,0.28577858641666665,Status Waiting for Customer
1094,Status Working,1.977938731,0.03296564551666667,Status Working
1095,Created.,6.544622392,0.10907703986666667,Created.
1095,Status Escalated,116.966479081,1.9494413180166668,Status Escalated
1095,Status In Progress,5.56523126,0.09275385433333333,Status In Progress
1095,Status On Hold,8.040413119,0.13400688531666666,Status On Hold
1095,Status Response Received,1.53202789,0.025533798166666666,Status Response Received
1095,Status Waiting for Customer,20.687959665,0.34479932775,Status Waiting for Customer
1095,Status Working,15.947530213999999,0.2657921702333333,Status Working
1096,Created.,1.036970643,0.017282844050000003,Created.
1096,Status Escalated,13.065435893,0.21775726488333333,Status Escalated
1096,Status In Progress,19.690317142999998,0.3281719523833333,Status In Progress
1096,Status On Hold,10.205076620000002,0.17008461033333336,Status On Hold
1096,Status Response Received,0.259241208,0.0043206868,Status Response Received
1096,Status Waiting for Customer,32.531974435,0.5421995739166667,Status Waiting for Customer
1096,Status Working,1.752584341,0.029209739016666667,Status Working
1097,Created.,4.5916036579999995,0.07652672763333332,Created.
1097,Status Escalated,8.905766773,0.14842944621666668,Status Escalated
1097,Status In Progress,12.924525927,0.21540876544999998,Status In Progress
1097,Status On Hold,7.976519608,0.13294199346666666,Status On Hold
1097,Status Response Received,0.20309324,0.0033848873333333336,Status Response Received
1097,Status Waiting for Customer,18.813162665,0.3135527110833333,Status Waiting for Customer
1097,Status Working,14.695819413999999,0.24493032356666664,Status Working
1098,Created.,49.515959019,0.82526598365,Created.
1098,Status Escalated,1.520165557,0.025336092616666663,Status Escalated
1098,Status In Progress,17.305331111,0.28842218518333335,Status In Progress
1098,Status On Hold,12.582577202,0.20970962003333332,Status On Hold
1098,Status Response Received,24.851989179999997,0.41419981966666664,Status Response Received
1098,Status Waiting for Customer,23.019209227,0.3836534871166667,Status Waiting for Customer
1098,Status Working,5.115827975,0.08526379958333334,Status Working
1099,Created.,20.617721644,0.3436286940666667,Created.
1099,Status Escalated,3.40818083,0.05680301383333333,Status Escalated
1099,Status In Progress,30.258073334,0.5043012222333333,Status In Progress
1099,Status On Hold,17.296585328,0.2882764221333333,Status On Hold
1099,Status Response Received,48.464574589,0.8077429098166667,Status Response Received
1099,Status Waiting for Customer,3.188480625,0.05314134375,Status Waiting for Customer
1099,Status Working,27.3279601,0.4554660016666666,Status Working
1100,Created.,19.348455096000002,0.32247425160000004,Created.
1100,Status Escalated,18.402287745000002,0.30670479575000004,Status Escalated
1100,Status In Progress,7.186987472999999,0.11978312455,Status In Progress
1100,Status On Hold,0.509846779,0.008497446316666666,Status On Hold
1100,Status Response Received,0.643198849,0.010719980816666667,Status Response Received
1100,Status Waiting for Customer,12.297738882,0.2049623147,Status Waiting for Customer
1100,Status Working,1.3807714949999998,0.023012858249999997,Status Working
1101,Created.,1.565868027,0.02609780045,Created.
1101,Status Escalated,17.672115578,0.2945352596333333,Status Escalated
1101,Status In Progress,18.061688381,0.3010281396833333,Status In Progress
1101,Status On Hold,2.8807459360000003,0.04801243226666667,Status On Hold
1101,Status Response Received,0.524071747,0.008734529116666667,Status Response Received
1101,Status Waiting for Customer,14.165166404,0.23608610673333336,Status Waiting for Customer
1101,Status Working,0.216252625,0.003604210416666667,Status Working
1102,Created.,7.919776612,0.13199627686666665,Created.
1102,Status Escalated,21.857287885,0.3642881314166667,Status Escalated
1102,Status In Progress,12.878489227000001,0.2146414871166667,Status In Progress
1102,Status On Hold,2.229338535,0.03715564225,Status On Hold
1102,Status Response Received,31.880845140999998,0.5313474190166666,Status Response Received
1102,Status Waiting for Customer,9.483065738,0.15805109563333333,Status Waiting for Customer
1102,Status Working,3.5056921859999997,0.05842820309999999,Status Working
1103,Created.,24.76334835,0.4127224725,Created.
1103,Status Escalated,160.70305627300002,2.678384271216667,Status Escalated
1103,Status In Progress,16.539469632,0.2756578272,Status In Progress
1103,Status On Hold,5.650170641,0.09416951068333333,Status On Hold
1103,Status Response Received,0.0,0.0,Status Response Received
1103,Status Waiting for Customer,7.737335163,0.12895558605,Status Waiting for Customer
1103,Status Working,27.870717111999998,0.4645119518666666,Status Working
1104,Created.,22.48113696,0.374685616,Created.
1104,Status Escalated,138.207092691,2.30345154485,Status Escalated
1104,Status In Progress,9.072899169,0.15121498614999998,Status In Progress
1104,Status On Hold,10.693197688,0.17821996146666666,Status On Hold
1104,Status Response Received,2.050337494,0.034172291566666665,Status Response Received
1104,Status Waiting for Customer,6.353075229,0.10588458715,Status Waiting for Customer
1104,Status Working,24.414017912,0.4069002985333333,Status Working
1105,Created.,8.074428212,0.13457380353333334,Created.
1105,Status Escalated,8.156977289,0.13594962148333334,Status Escalated
1105,Status In Progress,2.1650774349999997,0.03608462391666666,Status In Progress
1105,Status On Hold,4.961291061,0.08268818435,Status On Hold
1105,Status Response Received,4.128543545,0.06880905908333333,Status Response Received
1105,Status Waiting for Customer,29.984646889,0.4997441148166667,Status Waiting for Customer
1105,Status Working,2.552591186,0.04254318643333333,Status Working
1106,Created.,25.983793812000002,0.43306323020000004,Created.
1106,Status Escalated,59.538071364,0.9923011893999999,Status Escalated
1106,Status In Progress,9.063321154,0.15105535256666666,Status In Progress
1106,Status On Hold,3.4458157320000002,0.057430262200000005,Status On Hold
1106,Status Response Received,0.0,0.0,Status Response Received
1106,Status Waiting for Customer,34.695032465,0.5782505410833333,Status Waiting for Customer
1106,Status Working,9.623256972,0.1603876162,Status Working
1107,Created.,37.05458672,0.6175764453333333,Created.
1107,Status Escalated,1.872636161,0.03121060268333333,Status Escalated
1107,Status In Progress,15.962698060000001,0.2660449676666667,Status In Progress
1107,Status On Hold,0.984850808,0.016414180133333334,Status On Hold
1107,Status Response Received,0.983096799,0.01638494665,Status Response Received
1107,Status Waiting for Customer,11.056303106999998,0.18427171844999995,Status Waiting for Customer
1107,Status Working,11.070386011999998,0.18450643353333332,Status Working
1108,Created.,3.793434806,0.06322391343333333,Created.
1108,Status Escalated,132.972044535,2.2162007422500003,Status Escalated
1108,Status In Progress,10.78961412,0.17982690199999998,Status In Progress
1108,Status On Hold,14.081526803,0.23469211338333332,Status On Hold
1108,Status Response Received,2.604702762,0.0434117127,Status Response Received
1108,Status Waiting for Customer,14.795043485,0.24658405808333334,Status Waiting for Customer
1108,Status Working,22.545607925000002,0.37576013208333336,Status Working
1109,Created.,4.126945751,0.06878242918333334,Created.
1109,Status Escalated,179.943330421,2.9990555070166667,Status Escalated
1109,Status In Progress,35.994753341999996,0.5999125556999999,Status In Progress
1109,Status On Hold,11.583047813,0.19305079688333335,Status On Hold
1109,Status Response Received,27.113390253,0.45188983754999995,Status Response Received
1109,Status Waiting for Customer,14.557023977,0.24261706628333332,Status Waiting for Customer
1109,Status Working,18.146366289,0.30243943815,Status Working
1110,Created.,44.399503937,0.7399917322833333,Created.
1110,Status Escalated,116.683210234,1.9447201705666666,Status Escalated
1110,Status In Progress,23.580598471000002,0.3930099745166667,Status In Progress
1110,Status On Hold,13.303896742,0.22173161236666666,Status On Hold
1110,Status Response Received,159.630922445,2.6605153740833334,Status Response Received
1110,Status Waiting for Customer,33.627657938,0.5604609656333334,Status Waiting for Customer
1110,Status Working,3.446917708,0.057448628466666665,Status Working
1111,Created.,0.244899047,0.004081650783333333,Created.
1111,Status Escalated,19.087616771,0.3181269461833333,Status Escalated
1111,Status In Progress,1.251393416,0.020856556933333333,Status In Progress
1111,Status On Hold,3.830656635,0.06384427725,Status On Hold
1111,Status Response Received,13.386003266000001,0.22310005443333336,Status Response Received
1111,Status Waiting for Customer,3.741364089,0.062356068150000006,Status Waiting for Customer
1111,Status Working,4.270845915,0.07118076525,Status Working
1112,Created.,14.331654611000001,0.23886091018333336,Created.
1112,Status Escalated,5.249838093,0.08749730155,Status Escalated
1112,Status In Progress,1.99877794,0.033312965666666666,Status In Progress
1112,Status On Hold,2.461009598,0.04101682663333333,Status On Hold
1112,Status Response Received,12.355007748999999,0.20591679581666664,Status Response Received
1112,Status Waiting for Customer,16.320573745,0.2720095624166667,Status Waiting for Customer
1112,Status Working,1.179344548,0.019655742466666667,Status Working
1113,Created.,28.969454453999997,0.4828242409,Created.
1113,Status Escalated,59.85033207,0.9975055345,Status Escalated
1113,Status In Progress,9.624482016,0.1604080336,Status In Progress
1113,Status On Hold,3.417325042,0.056955417366666664,Status On Hold
1113,Status Response Received,14.25437665,0.23757294416666666,Status Response Received
1113,Status Waiting for Customer,15.643567022000001,0.26072611703333337,Status Waiting for Customer
1113,Status Working,0.0,0.0,Status Working
1114,Created.,0.0,0.0,Created.
1114,Status Escalated,7.900685405,0.13167809008333334,Status Escalated
1114,Status In Progress,3.477015399,0.05795025665,Status In Progress
1114,Status On Hold,11.169121664999999,0.18615202774999998,Status On Hold
1114,Status Response Received,4.774691786,0.07957819643333333,Status Response Received
1114,Status Waiting for Customer,4.317191402,0.07195319003333332,Status Waiting for Customer
1114,Status Working,10.090536969,0.16817561615,Status Working
1115,Created.,0.806196948,0.0134366158,Created.
1115,Status Escalated,5.848538665,0.09747564441666667,Status Escalated
1115,Status In Progress,7.617897447,0.12696495745,Status In Progress
1115,Status On Hold,7.280727273,0.12134545455,Status On Hold
1115,Status Response Received,0.289493657,0.004824894283333334,Status Response Received
1115,Status Waiting for Customer,13.205795393999999,0.22009658989999997,Status Waiting for Customer
1115,Status Working,16.861804994,0.28103008323333334,Status Working
1116,Created.,2.754065214,0.045901086900000006,Created.
1116,Status Escalated,6.7648388619999995,0.11274731436666666,Status Escalated
1116,Status In Progress,33.011164195999996,0.5501860699333333,Status In Progress
1116,Status On Hold,12.646574008,0.21077623346666666,Status On Hold
1116,Status Response Received,16.977476448,0.28295794080000003,Status Response Received
1116,Status Waiting for Customer,19.078162087,0.31796936811666665,Status Waiting for Customer
1116,Status Working,3.819409726,0.06365682876666666,Status Working
1117,Created.,9.958458206,0.16597430343333333,Created.
1117,Status Escalated,129.467574931,2.1577929155166666,Status Escalated
1117,Status In Progress,22.135355624,0.3689225937333333,Status In Progress
1117,Status On Hold,5.2287231499999995,0.08714538583333332,Status On Hold
1117,Status Response Received,22.397275384,0.3732879230666667,Status Response Received
1117,Status Waiting for Customer,15.7453017,0.262421695,Status Waiting for Customer
1117,Status Working,8.921438453999999,0.14869064089999998,Status Working
1118,Created.,27.542067397000004,0.45903445661666675,Created.
1118,Status Escalated,25.35193482,0.422532247,Status Escalated
1118,Status In Progress,22.803686551,0.3800614425166666,Status In Progress
1118,Status On Hold,2.084405928,0.034740098799999994,Status On Hold
1118,Status Response Received,9.411740876,0.15686234793333334,Status Response Received
1118,Status Waiting for Customer,0.956499732,0.0159416622,Status Waiting for Customer
1118,Status Working,23.829692787000003,0.39716154645000007,Status Working
1119,Created.,13.709512992,0.2284918832,Created.
1119,Status Escalated,17.381522061000002,0.28969203435,Status Escalated
1119,Status In Progress,21.062284621,0.35103807701666667,Status In Progress
1119,Status On Hold,5.13183909,0.0855306515,Status On Hold
1119,Status Response Received,98.925652665,1.64876087775,Status Response Received
1119,Status Waiting for Customer,9.425737531,0.15709562551666664,Status Waiting for Customer
1119,Status Working,1.022808431,0.017046807183333335,Status Working
1120,Created.,0.5883872290000001,0.009806453816666668,Created.
1120,Status Escalated,123.896994693,2.06494991155,Status Escalated
1120,Status In Progress,3.434294935,0.057238248916666665,Status In Progress
1120,Status On Hold,7.5283786599999996,0.12547297766666665,Status On Hold
1120,Status Response Received,16.664730455,0.27774550758333333,Status Response Received
1120,Status Waiting for Customer,5.023137027,0.08371895045,Status Waiting for Customer
1120,Status Working,21.781141492,0.36301902486666665,Status Working
1121,Created.,31.050767618000002,0.5175127936333334,Created.
1121,Status Escalated,0.558692274,0.0093115379,Status Escalated
1121,Status In Progress,10.543113445,0.17571855741666667,Status In Progress
1121,Status On Hold,2.942991308,0.049049855133333334,Status On Hold
1121,Status Response Received,30.23591311,0.5039318851666666,Status Response Received
1121,Status Waiting for Customer,10.326910973,0.17211518288333333,Status Waiting for Customer
1121,Status Working,5.484983069,0.09141638448333333,Status Working
1122,Created.,16.484681279,0.27474468798333335,Created.
1122,Status Escalated,130.93040156799998,2.1821733594666664,Status Escalated
1122,Status In Progress,27.303272824,0.45505454706666665,Status In Progress
1122,Status On Hold,7.143805273,0.11906342121666666,Status On Hold
1122,Status Response Received,28.073449937,0.46789083228333334,Status Response Received
1122,Status Waiting for Customer,18.780165746,0.31300276243333336,Status Waiting for Customer
1122,Status Working,0.0,0.0,Status Working
1123,Created.,7.723164552,0.1287194092,Created.
1123,Status Escalated,124.441807927,2.0740301321166665,Status Escalated
1123,Status In Progress,30.350088170000003,0.5058348028333334,Status In Progress
1123,Status On Hold,3.3190223320000003,0.055317038866666675,Status On Hold
1123,Status Response Received,12.936649036,0.21561081726666667,Status Response Received
1123,Status Waiting for Customer,30.558139333,0.5093023222166667,Status Waiting for Customer
1123,Status Working,4.822113319,0.08036855531666666,Status Working
1124,Created.,16.994128826,0.28323548043333335,Created.
1124,Status Escalated,0.777987458,0.012966457633333334,Status Escalated
1124,Status In Progress,13.718183794,0.22863639656666665,Status In Progress
1124,Status On Hold,12.610943771,0.21018239618333334,Status On Hold
1124,Status Response Received,2.316960279,0.03861600465,Status Response Received
1124,Status Waiting for Customer,0.576434619,0.009607243650000001,Status Waiting for Customer
1124,Status Working,3.6537213559999997,0.060895355933333326,Status Working
1125,Created.,15.696021864,0.2616003644,Created.
1125,Status Escalated,8.75672298,0.14594538299999998,Status Escalated
1125,Status In Progress,10.537485385,0.17562475641666667,Status In Progress
1125,Status On Hold,6.169764623,0.10282941038333333,Status On Hold
1125,Status Response Received,15.137030730000001,0.2522838455,Status Response Received
1125,Status Waiting for Customer,33.429551655,0.5571591942499999,Status Waiting for Customer
1125,Status Working,2.542845115,0.04238075191666667,Status Working
1126,Created.,20.283531419,0.3380588569833333,Created.
1126,Status Escalated,4.379829232,0.07299715386666666,Status Escalated
1126,Status In Progress,0.675682961,0.011261382683333333,Status In Progress
1126,Status On Hold,14.112165077,0.23520275128333334,Status On Hold
1126,Status Response Received,4.100693065,0.06834488441666667,Status Response Received
1126,Status Waiting for Customer,26.141988276,0.43569980459999996,Status Waiting for Customer
1126,Status Working,2.5717842969999998,0.042863071616666665,Status Working
1127,Created.,0.282901631,0.004715027183333333,Created.
1127,Status Escalated,18.312817284999998,0.30521362141666664,Status Escalated
1127,Status In Progress,6.584645652,0.1097440942,Status In Progress
1127,Status On Hold,1.737470378,0.028957839633333333,Status On Hold
1127,Status Response Received,5.114808605,0.08524681008333333,Status Response Received
1127,Status Waiting for Customer,0.992369041,0.016539484016666668,Status Waiting for Customer
1127,Status Working,2.882506074,0.048041767900000004,Status Working
1128,Created.,19.230761654,0.3205126942333333,Created.
1128,Status Escalated,3.098844875,0.051647414583333336,Status Escalated
1128,Status In Progress,5.099554894,0.08499258156666666,Status In Progress
1128,Status On Hold,6.0397615369999995,0.10066269228333333,Status On Hold
1128,Status Response Received,0.242271939,0.00403786565,Status Response Received
1128,Status Waiting for Customer,0.0,0.0,Status Waiting for Customer
1128,Status Working,10.768428605,0.17947381008333335,Status Working
1129,Created.,32.806949722,0.5467824953666667,Created.
1129,Status Escalated,214.064796952,3.5677466158666666,Status Escalated
1129,Status In Progress,26.817975104000002,0.4469662517333334,Status In Progress
1129,Status On Hold,5.634929542,0.09391549236666667,Status On Hold
1129,Status Response Received,6.709943976,0.1118323996,Status Response Received
1129,Status Waiting for Customer,24.841008888,0.4140168148,Status Waiting for Customer
1129,Status Working,0.545875636,0.009097927266666667,Status Working
1130,Created.,7.219107218,0.12031845363333334,Created.
1130,Status Escalated,48.86603152,0.8144338586666666,Status Escalated
1130,Status In Progress,14.008510948,0.23347518246666665,Status In Progress
1130,Status On Hold,15.179294421,0.25298824035,Status On Hold
1130,Status Response Received,15.896506414000001,0.2649417735666667,Status Response Received
1130,Status Waiting for Customer,40.624891799,0.6770815299833333,Status Waiting for Customer
1130,Status Working,0.76954678,0.012825779666666667,Status Working
1131,Created.,4.590991538,0.07651652563333333,Created.
1131,Status Escalated,236.58454461,3.9430757435,Status Escalated
1131,Status In Progress,22.80353,0.3800588333333333,Status In Progress
1131,Status On Hold,8.613465727,0.14355776211666665,Status On Hold
1131,Status Response Received,33.294997819,0.5549166303166667,Status Response Received
1131,Status Waiting for Customer,7.810888262,0.13018147103333333,Status Waiting for Customer
1131,Status Working,16.078210925,0.26797018208333334,Status Working
1132,Created.,2.159436207,0.035990603450000005,Created.
1132,Status Escalated,4.1967241909999995,0.06994540318333332,Status Escalated
1132,Status In Progress,12.868346047,0.21447243411666667,Status In Progress
1132,Status On Hold,6.558958939,0.10931598231666667,Status On Hold
1132,Status Response Received,16.565890911,0.27609818185,Status Response Received
1132,Status Waiting for Customer,10.864017706,0.18106696176666667,Status Waiting for Customer
1132,Status Working,2.175302341,0.03625503901666667,Status Working
1133,Created.,3.6857007509999997,0.061428345849999996,Created.
1133,Status Escalated,4.646128683,0.07743547804999999,Status Escalated
1133,Status In Progress,5.450511263,0.09084185438333334,Status In Progress
1133,Status On Hold,5.547132264,0.0924522044,Status On Hold
1133,Status Response Received,24.96363795,0.41606063249999997,Status Response Received
1133,Status Waiting for Customer,13.070798935,0.21784664891666666,Status Waiting for Customer
1133,Status Working,18.85754035,0.31429233916666666,Status Working
1134,Created.,4.22793393,0.0704655655,Created.
1134,Status Escalated,18.323079735,0.30538466225,Status Escalated
1134,Status In Progress,1.4515628779999998,0.02419271463333333,Status In Progress
1134,Status On Hold,3.3947886560000002,0.056579810933333335,Status On Hold
1134,Status Response Received,36.941958121,0.6156993020166667,Status Response Received
1134,Status Waiting for Customer,42.719022874000004,0.7119837145666668,Status Waiting for Customer
1134,Status Working,0.440505462,0.007341757700000001,Status Working
1135,Created.,13.094370699,0.21823951165000002,Created.
1135,Status Escalated,51.220206165,0.85367010275,Status Escalated
1135,Status In Progress,6.695299378,0.11158832296666667,Status In Progress
1135,Status On Hold,0.531718539,0.00886197565,Status On Hold
1135,Status Response Received,5.313060206,0.08855100343333334,Status Response Received
1135,Status Waiting for Customer,26.762326244999997,0.4460387707499999,Status Waiting for Customer
1135,Status Working,1.038434053,0.01730723421666667,Status Working
1136,Created.,21.637721996,0.36062869993333335,Created.
1136,Status Escalated,19.766383214,0.32943972023333334,Status Escalated
1136,Status In Progress,8.193128019,0.13655213365,Status In Progress
1136,Status On Hold,17.141354247000002,0.28568923745,Status On Hold
1136,Status Response Received,9.077042171,0.15128403618333333,Status Response Received
1136,Status Waiting for Customer,41.429037001,0.6904839500166666,Status Waiting for Customer
1136,Status Working,1.017941446,0.016965690766666666,Status Working
1137,Created.,4.7954936020000005,0.07992489336666668,Created.
1137,Status Escalated,8.5790644,0.14298440666666667,Status Escalated
1137,Status In Progress,6.277962265999999,0.10463270443333332,Status In Progress
1137,Status On Hold,4.808193278,0.08013655463333333,Status On Hold
1137,Status Response Received,23.83529181,0.3972548635,Status Response Received
1137,Status Waiting for Customer,48.663916062,0.8110652677,Status Waiting for Customer
1137,Status Working,7.535342534,0.12558904223333334,Status Working
1138,Created.,41.293627789,0.6882271298166667,Created.
1138,Status Escalated,28.397425253999998,0.47329042089999995,Status Escalated
1138,Status In Progress,16.436752788,0.2739458798,Status In Progress
1138,Status On Hold,18.529178133,0.30881963554999997,Status On Hold
1138,Status Response Received,8.345419176,0.1390903196,Status Response Received
1138,Status Waiting for Customer,6.504372521,0.10840620868333332,Status Waiting for Customer
1138,Status Working,2.73689716,0.04561495266666667,Status Working
1139,Created.,6.0110631009999995,0.10018438501666665,Created.
1139,Status Escalated,15.697358676,0.2616226446,Status Escalated
1139,Status In Progress,8.874816542,0.14791360903333334,Status In Progress
1139,Status On Hold,6.760297077,0.11267161795,Status On Hold
1139,Status Response Received,13.27633623,0.2212722705,Status Response Received
1139,Status Waiting for Customer,44.107442838000004,0.7351240473,Status Waiting for Customer
1139,Status Working,13.746402605,0.22910671008333333,Status Working
1140,Created.,14.303168414,0.23838614023333332,Created.
1140,Status Escalated,57.612709791,0.96021182985,Status Escalated
1140,Status In Progress,16.402866025999998,0.2733811004333333,Status In Progress
1140,Status On Hold,3.274347285,0.054572454750000006,Status On Hold
1140,Status Response Received,1.0065030959999999,0.016775051599999997,Status Response Received
1140,Status Waiting for Customer,20.054882462000002,0.3342480410333334,Status Waiting for Customer
1140,Status Working,2.075589114,0.0345931519,Status Working
1141,Created.,18.292165,0.30486941666666667,Created.
1141,Status Escalated,19.864381793,0.3310730298833333,Status Escalated
1141,Status In Progress,19.422720146,0.3237120024333333,Status In Progress
1141,Status On Hold,17.602680841999998,0.2933780140333333,Status On Hold
1141,Status Response Received,13.103482298,0.21839137163333333,Status Response Received
1141,Status Waiting for Customer,3.826124656,0.06376874426666666,Status Waiting for Customer
1141,Status Working,10.919618174,0.18199363623333334,Status Working
1142,Status Escalated,4.60030041,0.0766716735,Status Escalated
1142,Status In Progress,2.534944207,0.04224907011666667,Status In Progress
1142,Status On Hold,9.387819109,0.1564636518166667,Status On Hold
1142,Status Response Received,7.177948209,0.11963247015,Status Response Received
1142,Status Waiting for Customer,24.407060848,0.4067843474666667,Status Waiting for Customer
1142,Status Working,0.060374734,0.0010062455666666667,Status Working
1143,Created.,14.698269747000001,0.24497116245000003,Created.
1143,Status Escalated,5.7140397599999995,0.09523399599999999,Status Escalated
1143,Status In Progress,2.786920383,0.04644867305,Status In Progress
1143,Status On Hold,3.807714502,0.06346190836666667,Status On Hold
1143,Status Response Received,7.0523270049999995,0.11753878341666665,Status Response Received
1143,Status Waiting for Customer,14.352544799,0.23920907998333335,Status Waiting for Customer
1143,Status Working,0.406291546,0.006771525766666666,Status Working
1144,Created.,4.315719769,0.07192866281666667,Created.
1144,Status Escalated,18.167951847999998,0.3027991974666666,Status Escalated
1144,Status In Progress,10.051908516000001,0.16753180860000003,Status In Progress
1144,Status On Hold,13.883602999,0.23139338331666667,Status On Hold
1144,Status Response Received,13.688811441,0.22814685735,Status Response Received
1144,Status Waiting for Customer,13.089009963,0.21815016605,Status Waiting for Customer
1144,Status Working,41.10329108,0.6850548513333333,Status Working
1145,Created.,0.797775853,0.013296264216666666,Created.
1145,Status Escalated,47.024253871,0.7837375645166667,Status Escalated
